Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
【1854年】品川台場警備強化,01/28/2028,,01/28/2028,,True,"【1854-01-28の出来事を追体験】
和暦: 嘉永7年1月6日
人物: 幕府
解説: 江戸湾防御完成
タグ: 軍事

本来の日付: 1854-01-28
追体験日付: 2028-01-28",,False
【1854年】月末外交会議,01/31/2028,,01/31/2028,,True,"【1854-01-31の出来事を追体験】
和暦: 嘉永7年1月9日
人物: 阿部正弘
解説: 開国政策最終調整
タグ: 外交

本来の日付: 1854-01-31
追体験日付: 2028-01-31",,False
【1854年】海防最終点検,02/01/2028,,02/01/2028,,True,"【1854-02-01の出来事を追体験】
和暦: 嘉永7年1月10日
人物: 幕府
解説: 品川台場完成確認
タグ: 軍事

本来の日付: 1854-02-01
追体験日付: 2028-02-01",,False
【1854年】立春,02/04/2028,,02/04/2028,,True,"【1854-02-04の出来事を追体験】
和暦: 嘉永7年1月13日
人物: 暦
解説: 春の始まり
タグ: 自然

本来の日付: 1854-02-04
追体験日付: 2028-02-04",,False
【1854年】ペリー歓迎準備,02/05/2028,,02/05/2028,,True,"【1854-02-05の出来事を追体験】
和暦: 嘉永7年1月14日
人物: 幕府
解説: 再来航接遇体制
タグ: 外交

本来の日付: 1854-02-05
追体験日付: 2028-02-05",,False
【1854年】江戸地震,02/08/2028,,02/08/2028,,True,"【1854-02-08の出来事を追体験】
和暦: 嘉永7年1月17日
人物: 自然災害
解説: 開国直前の地震
タグ: 災害

本来の日付: 1854-02-08
追体験日付: 2028-02-08",,False
【1854年】ペリー再来情報確認,02/10/2028,,02/10/2028,,True,"【1854-02-10の出来事を追体験】
和暦: 嘉永7年1月19日
人物: 幕府
解説: 米艦隊接近の報告
タグ: 外交

本来の日付: 1854-02-10
追体験日付: 2028-02-10",,False
【1854年】開国影響への対応,02/12/2028,,02/12/2028,,True,"【1854-02-12の出来事を追体験】
和暦: 嘉永7年1月21日
人物: 町奉行
解説: 社会秩序維持
タグ: 社会

本来の日付: 1854-02-12
追体験日付: 2028-02-12",,False
【1854年】ペリー艦隊浦賀再来航,02/13/2028,,02/13/2028,,True,"【1854-02-13の出来事を追体験】
和暦: 嘉永7年1月22日
人物: ペリー
解説: 9隻大艦隊で威圧再来
タグ: 外交

本来の日付: 1854-02-13
追体験日付: 2028-02-13",,False
【1854年】浦賀奉行緊急対応,02/14/2028,,02/14/2028,,True,"【1854-02-14の出来事を追体験】
和暦: 嘉永7年1月23日
人物: 戸田氏栄
解説: 再来航への即応
タグ: 政治

本来の日付: 1854-02-14
追体験日付: 2028-02-14",,False
【1854年】江戸城緊急会議,02/15/2028,,02/15/2028,,True,"【1854-02-15の出来事を追体験】
和暦: 嘉永7年1月24日
人物: 阿部正弘
解説: 対米交渉方針決定
タグ: 政治

本来の日付: 1854-02-15
追体験日付: 2028-02-15",,False
【1854年】雨水,02/19/2028,,02/19/2028,,True,"【1854-02-19の出来事を追体験】
和暦: 嘉永7年1月28日
人物: 暦
解説: 雪が雨に変わる時期
タグ: 自然

本来の日付: 1854-02-19
追体験日付: 2028-02-19",,False
【1854年】横浜会場設営,02/20/2028,,02/20/2028,,True,"【1854-02-20の出来事を追体験】
和暦: 嘉永7年1月29日
人物: 幕府
解説: 交渉場所整備
タグ: 外交

本来の日付: 1854-02-20
追体験日付: 2028-02-20",,False
【1854年】一朱銀通用開始,02/21/2028,,02/21/2028,,True,"【1854-02-21の出来事を追体験】
和暦: 嘉永7年1月30日
人物: 幕府
解説: 貨幣制度改革実施
タグ: 経済

本来の日付: 1854-02-21
追体験日付: 2028-02-21",,False
【1854年】洋式兵器導入,02/25/2028,,02/25/2028,,True,"【1854-02-25の出来事を追体験】
和暦: 嘉永7年2月4日
人物: 幕府
解説: 西洋武器本格採用
タグ: 軍事

本来の日付: 1854-02-25
追体験日付: 2028-02-25",,False
【1854年】月末交渉準備,02/28/2028,,02/28/2028,,True,"【1854-02-28の出来事を追体験】
和暦: 嘉永7年2月7日
人物: 幕府
解説: 横浜交渉会場設営
タグ: 外交

本来の日付: 1854-02-28
追体験日付: 2028-02-28",,False
【1854年】横浜交渉会場完成,03/01/2028,,03/01/2028,,True,"【1854-03-01の出来事を追体験】
和暦: 嘉永7年2月8日
人物: 幕府
解説: ペリーとの会談準備
タグ: 外交

本来の日付: 1854-03-01
追体験日付: 2028-03-01",,False
【1854年】上巳の節句,03/03/2028,,03/03/2028,,True,"【1854-03-03の出来事を追体験】
和暦: 嘉永7年2月10日
人物: 全国
解説: 雛祭り、平和な伝統
タグ: 社会

本来の日付: 1854-03-03
追体験日付: 2028-03-03",,False
【1854年】蕃書調所設置準備,03/05/2028,,03/05/2028,,True,"【1854-03-05の出来事を追体験】
和暦: 嘉永7年2月12日
人物: 幕府
解説: 洋書研究機関計画
タグ: 学問

本来の日付: 1854-03-05
追体験日付: 2028-03-05",,False
【1854年】啓蟄,03/06/2028,,03/06/2028,,True,"【1854-03-06の出来事を追体験】
和暦: 嘉永7年2月13日
人物: 暦
解説: 虫が活動開始
タグ: 自然

本来の日付: 1854-03-06
追体験日付: 2028-03-06",,False
【1854年】日米交渉開始,03/08/2028,,03/08/2028,,True,"【1854-03-08の出来事を追体験】
和暦: 嘉永7年2月15日
人物: 幕府全権・ペリー
解説: 横浜での本格交渉
タグ: 外交

本来の日付: 1854-03-08
追体験日付: 2028-03-08",,False
【1854年】交渉進展,03/10/2028,,03/10/2028,,True,"【1854-03-10の出来事を追体験】
和暦: 嘉永7年2月17日
人物: 林大学頭
解説: 通商問題協議
タグ: 外交

本来の日付: 1854-03-10
追体験日付: 2028-03-10",,False
【1854年】交渉通訳準備,03/12/2028,,03/12/2028,,True,"【1854-03-12の出来事を追体験】
和暦: 嘉永7年2月19日
人物: 幕府
解説: オランダ通詞動員
タグ: 外交

本来の日付: 1854-03-12
追体験日付: 2028-03-12",,False
【1854年】交渉大詰め,03/15/2028,,03/15/2028,,True,"【1854-03-15の出来事を追体験】
和暦: 嘉永7年2月22日
人物: 幕府
解説: 条約文言最終調整
タグ: 外交

本来の日付: 1854-03-15
追体験日付: 2028-03-15",,False
【1854年】条約草案検討,03/18/2028,,03/18/2028,,True,"【1854-03-18の出来事を追体験】
和暦: 嘉永7年2月25日
人物: 幕府
解説: 開港条件協議
タグ: 外交

本来の日付: 1854-03-18
追体験日付: 2028-03-18",,False
【1854年】春分,03/20/2028,,03/20/2028,,True,"【1854-03-20の出来事を追体験】
和暦: 嘉永7年2月27日
人物: 暦
解説: 昼夜平分
タグ: 自然

本来の日付: 1854-03-20
追体験日付: 2028-03-20",,False
【1854年】条約調印前日,03/25/2028,,03/25/2028,,True,"【1854-03-25の出来事を追体験】
和暦: 嘉永7年3月2日
人物: 幕府
解説: 最終決断の日
タグ: 政治

本来の日付: 1854-03-25
追体験日付: 2028-03-25",,False
【1854年】日米和親条約調印,03/31/2028,,03/31/2028,,True,"【1854-03-31の出来事を追体験】
和暦: 嘉永7年3月8日
人物: 幕府・ペリー
解説: 神奈川条約、開国実現
タグ: 外交

本来の日付: 1854-03-31
追体験日付: 2028-03-31",,False
【1854年】ペリー艦隊離日,04/01/2028,,04/01/2028,,True,"【1854-04-01の出来事を追体験】
和暦: 嘉永7年3月9日
人物: ペリー
解説: 条約締結後退去
タグ: 外交

本来の日付: 1854-04-01
追体験日付: 2028-04-01",,False
【1854年】開国報告,04/03/2028,,04/03/2028,,True,"【1854-04-03の出来事を追体験】
和暦: 嘉永7年3月11日
人物: 幕府
解説: 朝廷への条約報告
タグ: 政治

本来の日付: 1854-04-03
追体験日付: 2028-04-03",,False
【1854年】清明,04/05/2028,,04/05/2028,,True,"【1854-04-05の出来事を追体験】
和暦: 嘉永7年3月13日
人物: 暦
解説: 万物清浄明潔
タグ: 自然

本来の日付: 1854-04-05
追体験日付: 2028-04-05",,False
【1854年】各藩洋学振興,04/08/2028,,04/08/2028,,True,"【1854-04-08の出来事を追体験】
和暦: 嘉永7年3月16日
人物: 諸藩
解説: 西洋学問推進
タグ: 学問

本来の日付: 1854-04-08
追体験日付: 2028-04-08",,False
【1854年】諸藩への条約通達,04/10/2028,,04/10/2028,,True,"【1854-04-10の出来事を追体験】
和暦: 嘉永7年3月18日
人物: 阿部正弘
解説: 全国への開国通知
タグ: 政治

本来の日付: 1854-04-10
追体験日付: 2028-04-10",,False
【1854年】海防費増額,04/12/2028,,04/12/2028,,True,"【1854-04-12の出来事を追体験】
和暦: 嘉永7年3月20日
人物: 幕府
解説: 軍備予算大幅拡大
タグ: 軍事

本来の日付: 1854-04-12
追体験日付: 2028-04-12",,False
【1854年】各藩海防論議活発化,04/15/2028,,04/15/2028,,True,"【1854-04-15の出来事を追体験】
和暦: 嘉永7年3月23日
人物: 諸藩
解説: 開国後の対応協議
タグ: 政治

本来の日付: 1854-04-15
追体験日付: 2028-04-15",,False
【1854年】貿易準備,04/18/2028,,04/18/2028,,True,"【1854-04-18の出来事を追体験】
和暦: 嘉永7年3月26日
人物: 商人
解説: 開港商業準備
タグ: 経済

本来の日付: 1854-04-18
追体験日付: 2028-04-18",,False
【1854年】穀雨,04/20/2028,,04/20/2028,,True,"【1854-04-20の出来事を追体験】
和暦: 嘉永7年3月28日
人物: 暦
解説: 穀物を潤す雨
タグ: 自然

本来の日付: 1854-04-20
追体験日付: 2028-04-20",,False
【1854年】下田開港準備,04/25/2028,,04/25/2028,,True,"【1854-04-25の出来事を追体験】
和暦: 嘉永7年4月3日
人物: 幕府
解説: 港湾整備開始
タグ: 経済

本来の日付: 1854-04-25
追体験日付: 2028-04-25",,False
【1854年】月末開国対応,04/30/2028,,04/30/2028,,True,"【1854-04-30の出来事を追体験】
和暦: 嘉永7年4月8日
人物: 幕府
解説: 新体制整備
タグ: 政治

本来の日付: 1854-04-30
追体験日付: 2028-04-30",,False
【1854年】吉田松陰密航未遂で投獄,05/02/2028,,05/02/2028,,True,"【1854-05-02の出来事を追体験】
和暦: 嘉永7年4月10日
人物: 吉田松陰
解説: ペリー艦への密航企て露見
タグ: 脱藩

本来の日付: 1854-05-02
追体験日付: 2028-05-02",,False
【1854年】端午の節句,05/05/2028,,05/05/2028,,True,"【1854-05-05の出来事を追体験】
和暦: 嘉永7年4月13日
人物: 全国
解説: 男児の祝い
タグ: 社会

本来の日付: 1854-05-05
追体験日付: 2028-05-05",,False
【1854年】立夏,05/06/2028,,05/06/2028,,True,"【1854-05-06の出来事を追体験】
和暦: 嘉永7年4月14日
人物: 暦
解説: 夏の始まり
タグ: 自然

本来の日付: 1854-05-06
追体験日付: 2028-05-06",,False
【1854年】松陰処分協議,05/10/2028,,05/10/2028,,True,"【1854-05-10の出来事を追体験】
和暦: 嘉永7年4月18日
人物: 長州藩
解説: 密航未遂への対応
タグ: 武力弾圧

本来の日付: 1854-05-10
追体験日付: 2028-05-10",,False
【1854年】下田港湾整備,05/12/2028,,05/12/2028,,True,"【1854-05-12の出来事を追体験】
和暦: 嘉永7年4月20日
人物: 幕府
解説: 開港地基盤整備
タグ: 経済

本来の日付: 1854-05-12
追体験日付: 2028-05-12",,False
【1854年】下田領事館設置準備,05/15/2028,,05/15/2028,,True,"【1854-05-15の出来事を追体験】
和暦: 嘉永7年4月23日
人物: 米国
解説: 本格外交体制構築
タグ: 外交

本来の日付: 1854-05-15
追体験日付: 2028-05-15",,False
【1854年】諸藩軍備近代化,05/20/2028,,05/20/2028,,True,"【1854-05-20の出来事を追体験】
和暦: 嘉永7年4月28日
人物: 諸藩
解説: 洋式軍備導入加速
タグ: 軍事

本来の日付: 1854-05-20
追体験日付: 2028-05-20",,False
【1854年】小満,05/21/2028,,05/21/2028,,True,"【1854-05-21の出来事を追体験】
和暦: 嘉永7年4月29日
人物: 暦
解説: 万物充実し始める
タグ: 自然

本来の日付: 1854-05-21
追体験日付: 2028-05-21",,False
【1854年】函館開港準備,05/25/2028,,05/25/2028,,True,"【1854-05-25の出来事を追体験】
和暦: 嘉永7年5月3日
人物: 幕府
解説: 北方貿易拠点整備
タグ: 経済

本来の日付: 1854-05-25
追体験日付: 2028-05-25",,False
【1854年】衣替え準備,05/31/2028,,05/31/2028,,True,"【1854-05-31の出来事を追体験】
和暦: 嘉永7年5月9日
人物: 全国
解説: 夏装束への準備
タグ: 社会

本来の日付: 1854-05-31
追体験日付: 2028-05-31",,False
【1854年】衣替え,06/01/2028,,06/01/2028,,True,"【1854-06-01の出来事を追体験】
和暦: 嘉永7年5月10日
人物: 全国
解説: 夏服への更衣
タグ: 社会

本来の日付: 1854-06-01
追体験日付: 2028-06-01",,False
【1854年】芒種,06/06/2028,,06/06/2028,,True,"【1854-06-06の出来事を追体験】
和暦: 嘉永7年5月15日
人物: 暦
解説: 芒ある穀物種蒔き
タグ: 自然

本来の日付: 1854-06-06
追体験日付: 2028-06-06",,False
【1854年】下田奉行所設置,06/10/2028,,06/10/2028,,True,"【1854-06-10の出来事を追体験】
和暦: 嘉永7年5月19日
人物: 幕府
解説: 開港地行政体制
タグ: 政治

本来の日付: 1854-06-10
追体験日付: 2028-06-10",,False
【1854年】海軍創設準備,06/12/2028,,06/12/2028,,True,"【1854-06-12の出来事を追体験】
和暦: 嘉永7年5月21日
人物: 幕府
解説: 近代海軍建設計画
タグ: 軍事

本来の日付: 1854-06-12
追体験日付: 2028-06-12",,False
【1854年】日米和親条約付録調印,06/17/2028,,06/17/2028,,True,"【1854-06-17の出来事を追体験】
和暦: 嘉永7年5月26日
人物: 幕府
解説: 下田開港の詳細取決
タグ: 外交

本来の日付: 1854-06-17
追体験日付: 2028-06-17",,False
【1854年】夏至,06/21/2028,,06/21/2028,,True,"【1854-06-21の出来事を追体験】
和暦: 嘉永7年5月30日
人物: 暦
解説: 昼最長の日
タグ: 自然

本来の日付: 1854-06-21
追体験日付: 2028-06-21",,False
【1854年】函館開港準備,06/22/2028,,06/22/2028,,True,"【1854-06-22の出来事を追体験】
和暦: 嘉永7年6月1日
人物: 幕府
解説: 北方貿易拠点整備
タグ: 経済

本来の日付: 1854-06-22
追体験日付: 2028-06-22",,False
【1854年】ハリス来日準備,06/25/2028,,06/25/2028,,True,"【1854-06-25の出来事を追体験】
和暦: 嘉永7年6月4日
人物: 米国
解説: 領事派遣準備
タグ: 外交

本来の日付: 1854-06-25
追体験日付: 2028-06-25",,False
【1854年】上半期総括,06/30/2028,,06/30/2028,,True,"【1854-06-30の出来事を追体験】
和暦: 嘉永7年6月9日
人物: 幕府
解説: 開国政策の中間評価
タグ: 政治

本来の日付: 1854-06-30
追体験日付: 2028-06-30",,False
【1854年】海軍伝習生募集,07/05/2028,,07/05/2028,,True,"【1854-07-05の出来事を追体験】
和暦: 嘉永7年6月14日
人物: 幕府
解説: 海軍教育人材確保
タグ: 学問

本来の日付: 1854-07-05
追体験日付: 2028-07-05",,False
【1854年】小暑,07/07/2028,,07/07/2028,,True,"【1854-07-07の出来事を追体験】
和暦: 嘉永7年6月16日
人物: 暦
解説: 暑さ本格化
タグ: 自然

本来の日付: 1854-07-07
追体験日付: 2028-07-07",,False
【1854年】咸臨丸建造決定,07/11/2028,,07/11/2028,,True,"【1854-07-11の出来事を追体験】
和暦: 嘉永7年6月20日
人物: 幕府
解説: 本格的洋式軍艦建造
タグ: 軍事

本来の日付: 1854-07-11
追体験日付: 2028-07-11",,False
【1854年】海軍伝習所設置準備,07/15/2028,,07/15/2028,,True,"【1854-07-15の出来事を追体験】
和暦: 嘉永7年6月24日
人物: 幕府
解説: 本格海軍教育計画
タグ: 軍事

本来の日付: 1854-07-15
追体験日付: 2028-07-15",,False
【1854年】洋式軍備拡充,07/20/2028,,07/20/2028,,True,"【1854-07-20の出来事を追体験】
和暦: 嘉永7年6月29日
人物: 諸藩
解説: 西洋式武器導入加速
タグ: 軍事

本来の日付: 1854-07-20
追体験日付: 2028-07-20",,False
【1854年】大暑,07/23/2028,,07/23/2028,,True,"【1854-07-23の出来事を追体験】
和暦: 嘉永7年7月2日
人物: 暦
解説: 一年最暑期
タグ: 自然

本来の日付: 1854-07-23
追体験日付: 2028-07-23",,False
【1854年】夏の干害,07/25/2028,,07/25/2028,,True,"【1854-07-25の出来事を追体験】
和暦: 嘉永7年7月4日
人物: 農村
解説: 農作物への影響
タグ: 災害

本来の日付: 1854-07-25
追体験日付: 2028-07-25",,False
【1854年】夏祭り開催,07/30/2028,,07/30/2028,,True,"【1854-07-30の出来事を追体験】
和暦: 嘉永7年7月9日
人物: 各地
解説: 開国後初の夏祭り
タグ: 社会

本来の日付: 1854-07-30
追体験日付: 2028-07-30",,False
【1854年】海防予算拡大,08/01/2028,,08/01/2028,,True,"【1854-08-01の出来事を追体験】
和暦: 嘉永7年7月10日
人物: 幕府
解説: 軍事費大幅増額
タグ: 軍事

本来の日付: 1854-08-01
追体験日付: 2028-08-01",,False
【1854年】日の丸を総船印に決定,08/04/2028,,08/04/2028,,True,"【1854-08-04の出来事を追体験】
和暦: 嘉永7年7月13日
人物: 幕府
解説: 国旗制定、国家象徴確立
タグ: 政治

本来の日付: 1854-08-04
追体験日付: 2028-08-04",,False
【1854年】立秋,08/08/2028,,08/08/2028,,True,"【1854-08-08の出来事を追体験】
和暦: 嘉永7年7月17日
人物: 暦
解説: 秋の始まり
タグ: 自然

本来の日付: 1854-08-08
追体験日付: 2028-08-08",,False
【1854年】開港地警備,08/12/2028,,08/12/2028,,True,"【1854-08-12の出来事を追体験】
和暦: 嘉永7年7月21日
人物: 幕府
解説: 外国人保護体制
タグ: 社会

本来の日付: 1854-08-12
追体験日付: 2028-08-12",,False
【1854年】盂蘭盆会,08/15/2028,,08/15/2028,,True,"【1854-08-15の出来事を追体験】
和暦: 嘉永7年7月24日
人物: 全国
解説: 先祖供養行事
タグ: 宗教

本来の日付: 1854-08-15
追体験日付: 2028-08-15",,False
【1854年】洋式練兵開始,08/20/2028,,08/20/2028,,True,"【1854-08-20の出来事を追体験】
和暦: 嘉永7年7月29日
人物: 諸藩
解説: 西洋式軍事訓練
タグ: 軍事

本来の日付: 1854-08-20
追体験日付: 2028-08-20",,False
【1854年】日英和親条約調印,08/23/2028,,08/23/2028,,True,"【1854-08-23の出来事を追体験】
和暦: 嘉永7年8月2日
人物: 幕府・英国
解説: 長崎・函館開港
タグ: 外交

本来の日付: 1854-08-23
追体験日付: 2028-08-23",,False
【1854年】処暑,08/30/2028,,08/30/2028,,True,"【1854-08-30の出来事を追体験】
和暦: 嘉永7年8月9日
人物: 暦
解説: 暑さ止む頃
タグ: 自然

本来の日付: 1854-08-30
追体験日付: 2028-08-30",,False
【1854年】長崎海軍伝習所設置準備,09/05/2028,,09/05/2028,,True,"【1854-09-05の出来事を追体験】
和暦: 嘉永7年8月15日
人物: 幕府
解説: オランダ式海軍教育
タグ: 軍事

本来の日付: 1854-09-05
追体験日付: 2028-09-05",,False
【1854年】白露,09/08/2028,,09/08/2028,,True,"【1854-09-08の出来事を追体験】
和暦: 嘉永7年8月18日
人物: 暦
解説: 露が降り始める
タグ: 自然

本来の日付: 1854-09-08
追体験日付: 2028-09-08",,False
【1854年】台風被害,09/12/2028,,09/12/2028,,True,"【1854-09-12の出来事を追体験】
和暦: 嘉永7年8月22日
人物: 関東
解説: 風水害発生
タグ: 災害

本来の日付: 1854-09-12
追体験日付: 2028-09-12",,False
【1854年】各藩洋学推進,09/15/2028,,09/15/2028,,True,"【1854-09-15の出来事を追体験】
和暦: 嘉永7年8月25日
人物: 諸藩
解説: 西洋学問導入加速
タグ: 学問

本来の日付: 1854-09-15
追体験日付: 2028-09-15",,False
【1854年】秋分,09/23/2028,,09/23/2028,,True,"【1854-09-23の出来事を追体験】
和暦: 嘉永7年9月3日
人物: 暦
解説: 昼夜平分
タグ: 自然

本来の日付: 1854-09-23
追体験日付: 2028-09-23",,False
【1854年】外交体制整備,09/30/2028,,09/30/2028,,True,"【1854-09-30の出来事を追体験】
和暦: 嘉永7年9月10日
人物: 幕府
解説: 対外関係部門強化
タグ: 政治

本来の日付: 1854-09-30
追体験日付: 2028-09-30",,False
【1854年】長崎海軍伝習所設置決定,10/01/2028,,10/01/2028,,True,"【1854-10-01の出来事を追体験】
和暦: 嘉永7年9月11日
人物: 幕府
解説: 本格海軍教育機関
タグ: 軍事

本来の日付: 1854-10-01
追体験日付: 2028-10-01",,False
【1854年】寒露,10/08/2028,,10/08/2028,,True,"【1854-10-08の出来事を追体験】
和暦: 嘉永7年9月18日
人物: 暦
解説: 冷たい露降りる
タグ: 自然

本来の日付: 1854-10-08
追体験日付: 2028-10-08",,False
【1854年】プチャーチン下田で日露交渉,10/14/2028,,10/14/2028,,True,"【1854-10-14の出来事を追体験】
和暦: 嘉永7年9月24日
人物: プチャーチン
解説: 国境画定交渉開始
タグ: 外交

本来の日付: 1854-10-14
追体験日付: 2028-10-14",,False
【1854年】日露交渉進展,10/20/2028,,10/20/2028,,True,"【1854-10-20の出来事を追体験】
和暦: 嘉永7年9月30日
人物: 川路聖謨
解説: 千島・樺太問題協議
タグ: 外交

本来の日付: 1854-10-20
追体験日付: 2028-10-20",,False
【1854年】霜降,10/24/2028,,10/24/2028,,True,"【1854-10-24の出来事を追体験】
和暦: 嘉永7年10月4日
人物: 暦
解説: 霜降り始める
タグ: 自然

本来の日付: 1854-10-24
追体験日付: 2028-10-24",,False
【1854年】海軍近代化計画,10/31/2028,,10/31/2028,,True,"【1854-10-31の出来事を追体験】
和暦: 嘉永7年10月11日
人物: 幕府
解説: 海軍力強化方針
タグ: 軍事

本来の日付: 1854-10-31
追体験日付: 2028-10-31",,False
【1854年】立冬,11/07/2028,,11/07/2028,,True,"【1854-11-07の出来事を追体験】
和暦: 嘉永7年10月18日
人物: 暦
解説: 冬の始まり
タグ: 自然

本来の日付: 1854-11-07
追体験日付: 2028-11-07",,False
【1854年】洋学所設立準備,11/15/2028,,11/15/2028,,True,"【1854-11-15の出来事を追体験】
和暦: 嘉永7年10月26日
人物: 幕府
解説: 西洋学研究機関計画
タグ: 学問

本来の日付: 1854-11-15
追体験日付: 2028-11-15",,False
【1854年】小雪,11/22/2028,,11/22/2028,,True,"【1854-11-22の出来事を追体験】
和暦: 嘉永7年11月3日
人物: 暦
解説: 雪降り始める
タグ: 自然

本来の日付: 1854-11-22
追体験日付: 2028-11-22",,False
【1854年】安政に改元,11/27/2028,,11/27/2028,,True,"【1854-11-27の出来事を追体験】
和暦: 嘉永7年11月8日
人物: 朝廷
解説: 新時代への転換
タグ: 政治

本来の日付: 1854-11-27
追体験日付: 2028-11-27",,False
【1854年】改元後政務,11/30/2028,,11/30/2028,,True,"【1854-11-30の出来事を追体験】
和暦: 安政元年11月11日
人物: 幕府
解説: 新元号での政治運営
タグ: 政治

本来の日付: 1854-11-30
追体験日付: 2028-11-30",,False
【1854年】日露交渉大詰め,12/05/2028,,12/05/2028,,True,"【1854-12-05の出来事を追体験】
和暦: 安政元年11月16日
人物: 川路聖謨
解説: 国境問題最終協議
タグ: 外交

本来の日付: 1854-12-05
追体験日付: 2028-12-05",,False
【1854年】大雪,12/07/2028,,12/07/2028,,True,"【1854-12-07の出来事を追体験】
和暦: 安政元年11月18日
人物: 暦
解説: 雪激しく降る
タグ: 自然

本来の日付: 1854-12-07
追体験日付: 2028-12-07",,False
【1854年】年末軍備点検,12/15/2028,,12/15/2028,,True,"【1854-12-15の出来事を追体験】
和暦: 安政元年11月26日
人物: 幕府
解説: 近代化進捗確認
タグ: 軍事

本来の日付: 1854-12-15
追体験日付: 2028-12-15",,False
【1854年】冬至,12/21/2028,,12/21/2028,,True,"【1854-12-21の出来事を追体験】
和暦: 安政元年12月2日
人物: 暦
解説: 昼最短の日
タグ: 自然

本来の日付: 1854-12-21
追体験日付: 2028-12-21",,False
【1854年】日露和親条約調印,12/23/2028,,12/23/2028,,True,"【1854-12-23の出来事を追体験】
和暦: 安政元年12月4日
人物: 幕府・ロシア
解説: 千島・樺太国境協定
タグ: 外交

本来の日付: 1854-12-23
追体験日付: 2028-12-23",,False
【1854年】嘉永7年/安政元年総括,12/31/2028,,12/31/2028,,True,"【1854-12-31の出来事を追体験】
和暦: 安政元年12月12日
人物: 幕閣
解説: 開国元年の総点検
タグ: 政治

本来の日付: 1854-12-31
追体験日付: 2028-12-31",,False
